	Clean read rate	Mean Coverage	Raw reads	Total filtered	Cutted adapter	Coverage(>=1X)_chr10	Coverage(>=5X)_chr10	Coverage(>=10X)_chr10	Coverage(>=20X)_chr10	Coverage(>=1X)_chrX	Coverage(>=5X)_chrX	Coverage(>=10X)_chrX	Coverage(>=20X)_chrX	Coverage(>=1X)_chrY	Coverage(>=5X)_chrY	Coverage(>=10X)_chrY	Coverage(>=20X)_chrY	Mapping rate	Mismatch rate	Insert size_median	Total SNP_chr10	dbSNP rate_chr10	Novel SNP_chr10	Novel SNP rate_chr10	dbSNP TITV_chr10	Novel TITV_chr10	Total INDEL_chr10	Novel INDEL_chr10	Total SNP_chrX	dbSNP rate_chrX	Novel SNP_chrX	Novel SNP rate_chrX	dbSNP TITV_chrX	Novel TITV_chrX	Total INDEL_chrX	Novel INDEL_chrX	Total SNP_chrY	dbSNP rate_chrY	Novel SNP_chrY	Novel SNP rate_chrY	dbSNP TITV_chrY	Novel TITV_chrY	Total INDEL_chrY	Novel INDEL_chrY
FND00001663.16207.WGS.report.html	99.34	35.43	682028358.0	4480274.0	5742800.0	0.97	0.96	0.94	0.86	0.97	0.94	0.83	0.31	0.43	0.41	0.37	0.16	99.67	0.85	371.0	185833.0	99.85	287.0	0.15	2.09	0.99	36920.0	49.0	77747.0	99.25	584.0	0.75	1.9	0.97	19537.0	97.0	14216.0	98.49	215.0	1.51	1.12	0.76	1860.0	147.0
FND00001664.16646.WGS.report.html	99.36	32.66	640846126.0	4110278.0	5873302.0	0.97	0.96	0.94	0.84	0.97	0.93	0.81	0.24	0.43	0.41	0.36	0.13	99.63	0.89	378.0	181526.0	99.83	310.0	0.17	2.09	0.93	36015.0	60.0	76059.0	99.2	609.0	0.8	1.93	0.74	19242.0	95.0	13385.0	98.66	179.0	1.34	1.15	0.63	1561.0	118.0
FND00001682.16647.WGS.report.html	99.26	33.77	655180682.0	4862236.0	5631522.0	0.97	0.96	0.93	0.83	0.97	0.93	0.8	0.27	0.43	0.4	0.33	0.12	99.65	0.81	375.0	180481.0	99.78	398.0	0.22	2.08	0.75	36219.0	63.0	82203.0	99.12	726.0	0.88	1.91	0.91	20353.0	76.0	14326.0	98.69	188.0	1.31	1.14	0.5	1838.0	141.0
FND00001687.16209.WGS.report.html	99.46	33.26	647951660.0	3515360.0	5404502.0	0.97	0.96	0.94	0.84	0.97	0.96	0.93	0.81	0.09	0.06	0.04	0.02	99.74	0.81	364.0	180121.0	99.74	460.0	0.26	2.09	1.08	36053.0	83.0	113613.0	99.4	679.0	0.6	1.93	1.36	26457.0	105.0	12589.0	98.9	139.0	1.1	1.23	0.7	1112.0	125.0
FND00001695.16210.WGS.report.html	99.47	33.31	655597990.0	3470338.0	5277766.0	0.97	0.96	0.94	0.85	0.97	0.96	0.94	0.82	0.09	0.06	0.04	0.02	99.74	0.78	378.0	183410.0	99.83	309.0	0.17	2.09	0.88	36729.0	52.0	110123.0	99.69	346.0	0.31	1.93	1.35	26450.0	88.0	12566.0	99.12	111.0	0.88	1.21	0.52	1057.0	95.0
FND00001764.16206.WGS.report.html	96.94	32.33	657276186.0	20103298.0	5844848.0	0.97	0.95	0.93	0.82	0.97	0.96	0.92	0.78	0.09	0.05	0.04	0.02	99.72	0.87	371.0	181616.0	99.83	302.0	0.17	2.1	1.0	35508.0	70.0	107508.0	99.63	397.0	0.37	1.94	1.02	24735.0	96.0	12743.0	99.0	127.0	1.0	1.18	0.59	1108.0	127.0
FND00001766.16211.WGS.report.html	97.98	37.56	734101752.0	14800848.0	5843788.0	0.97	0.96	0.94	0.85	0.97	0.93	0.83	0.38	0.43	0.4	0.34	0.16	99.69	0.82	359.0	185496.0	99.83	323.0	0.17	2.1	1.01	36470.0	85.0	76394.0	99.23	589.0	0.77	1.9	0.91	19086.0	84.0	14283.0	98.49	216.0	1.51	1.12	0.64	1866.0	158.0
FND00001767.16212.WGS.report.html	97.99	34.7	680343352.0	13693282.0	5890673.0	0.97	0.96	0.93	0.83	0.97	0.92	0.79	0.3	0.43	0.4	0.33	0.13	99.67	0.86	383.0	187683.0	99.84	294.0	0.16	2.09	0.75	36935.0	74.0	78276.0	99.23	606.0	0.77	1.9	0.71	19311.0	100.0	13966.0	98.52	206.0	1.48	1.15	0.66	1818.0	139.0
FND00001768.16213.WGS.report.html	97.95	34.65	684068046.0	13990438.0	5994219.0	0.97	0.96	0.93	0.83	0.97	0.92	0.8	0.31	0.43	0.4	0.33	0.14	99.66	0.85	376.0	182893.0	99.81	347.0	0.19	2.1	0.74	36256.0	49.0	77807.0	99.2	619.0	0.8	1.93	0.75	19047.0	75.0	14144.0	98.77	174.0	1.23	1.14	0.67	1864.0	128.0
FND00001769.16214.WGS.report.html	97.98	40.4	810370362.0	16390506.0	6739312.0	0.97	0.96	0.94	0.87	0.97	0.96	0.94	0.85	0.09	0.06	0.05	0.02	99.75	0.85	386.0	186945.0	99.86	265.0	0.14	2.08	0.85	37304.0	57.0	109900.0	99.69	346.0	0.31	1.93	0.85	25702.0	84.0	13318.0	98.9	146.0	1.1	1.21	0.64	1148.0	129.0
FND00001774.15386.WGS.report.html	97.98	33.08	648549968.0	13095348.0	5567075.0	0.97	0.95	0.93	0.82	0.97	0.92	0.78	0.26	0.43	0.41	0.35	0.15	99.69	0.84	378.0	183423.0	99.66	618.0	0.34	2.1	0.84	36007.0	204.0	76857.0	98.56	1105.0	1.44	1.92	0.92	18860.0	321.0	13484.0	94.37	759.0	5.63	1.13	0.94	1652.0	185.0
FND00001926.15834.WGS.report.html	99.28	38.3	703309180.0	5075970.0	6399628.0	0.97	0.96	0.96	0.91	0.97	0.96	0.91	0.37	0.43	0.41	0.37	0.15	99.68	0.87	389.0	185682.0	99.87	247.0	0.13	2.09	1.02	38513.0	56.0	82019.0	99.36	525.0	0.64	1.9	0.73	21738.0	106.0	14641.0	98.61	204.0	1.39	1.11	0.69	1998.0	153.0
FND00002343.16558.WGS.report.html	98.48	33.49	641440224.0	9778586.0	5304706.0	0.97	0.96	0.95	0.89	0.97	0.96	0.88	0.24	0.43	0.42	0.38	0.12	99.67	0.85	380.0	186065.0	99.85	277.0	0.15	2.09	0.96	38213.0	55.0	78467.0	99.07	728.0	0.93	1.9	0.7	20911.0	108.0	13618.0	98.45	211.0	1.55	1.13	0.76	1769.0	127.0
FND00002344.16559.WGS.report.html	98.47	34.42	658306460.0	10061990.0	6091815.0	0.97	0.96	0.95	0.9	0.97	0.96	0.9	0.36	0.43	0.42	0.38	0.1	99.66	0.88	384.0	185663.0	99.84	299.0	0.16	2.09	1.01	37942.0	62.0	84764.0	99.24	647.0	0.76	1.92	0.69	21998.0	92.0	14046.0	98.18	255.0	1.82	1.11	0.61	1732.0	147.0
FND00002345.16560.WGS.report.html	98.52	33.59	645024192.0	9525024.0	4957676.0	0.97	0.96	0.95	0.89	0.97	0.97	0.96	0.87	0.1	0.06	0.04	0.01	99.74	0.85	388.0	189442.0	99.86	269.0	0.14	2.09	1.1	39046.0	69.0	110447.0	99.66	376.0	0.34	1.93	0.84	27102.0	110.0	12563.0	99.08	116.0	0.92	1.23	0.76	1079.0	103.0
FND00002346.16561.WGS.report.html	98.57	33.84	668290788.0	9528802.0	5039024.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.04	0.01	99.71	0.86	375.0	186007.0	99.86	268.0	0.14	2.09	0.99	39000.0	54.0	110739.0	99.74	283.0	0.26	1.92	0.98	27304.0	79.0	12755.0	99.08	117.0	0.92	1.24	0.72	1114.0	105.0
FND00002348.16562.WGS.report.html	98.58	35.94	687832190.0	9749150.0	5939946.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.31	0.43	0.42	0.4	0.15	99.67	0.9	374.0	188166.0	99.86	266.0	0.14	2.08	0.9	38905.0	57.0	79741.0	99.25	599.0	0.75	1.9	0.65	21478.0	78.0	13176.0	98.36	216.0	1.64	1.11	1.02	1414.0	123.0
FND00002349.16563.WGS.report.html	98.57	36.74	701978940.0	10057828.0	6042944.0	0.97	0.96	0.96	0.92	0.97	0.96	0.91	0.35	0.43	0.42	0.4	0.17	99.69	0.88	366.0	187490.0	99.85	284.0	0.15	2.09	0.93	38859.0	46.0	82274.0	99.22	638.0	0.78	1.92	0.86	22298.0	86.0	13777.0	98.23	244.0	1.77	1.1	1.1	1494.0	149.0
FND00002350.16564.WGS.report.html	98.56	35.02	698429564.0	10063954.0	8698387.0	0.97	0.96	0.95	0.89	0.97	0.97	0.96	0.89	0.1	0.06	0.04	0.01	99.6	0.92	366.0	188827.0	99.54	876.0	0.46	2.09	3.23	38879.0	87.0	116000.0	99.26	855.0	0.74	1.92	3.43	28217.0	92.0	12640.0	98.78	154.0	1.22	1.19	0.73	1135.0	134.0
FND00002361.16568.WGS.report.html	99.31	36.41	713014910.0	4910498.0	5071355.0	0.97	0.96	0.95	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.74	0.8	397.0	185707.0	99.86	260.0	0.14	2.09	0.86	38174.0	49.0	109508.0	99.68	351.0	0.32	1.92	0.95	26549.0	82.0	13115.0	98.98	134.0	1.02	1.2	0.58	1050.0	105.0
FND00002362.16569.WGS.report.html	97.62	33.65	676307880.0	16077480.0	4232476.0	0.97	0.96	0.95	0.89	0.97	0.97	0.96	0.9	0.1	0.06	0.04	0.01	99.76	0.75	401.0	185910.0	99.88	225.0	0.12	2.07	0.89	38765.0	51.0	109747.0	99.71	318.0	0.29	1.93	0.83	27124.0	89.0	12843.0	99.09	117.0	0.91	1.22	0.52	1075.0	113.0
FND00002363.16570.WGS.report.html	97.7	33.3	639308874.0	14717182.0	5335033.0	0.97	0.96	0.95	0.89	0.97	0.96	0.88	0.23	0.43	0.42	0.38	0.11	99.7	0.8	392.0	185056.0	99.86	264.0	0.14	2.09	1.02	38475.0	59.0	78521.0	99.2	631.0	0.8	1.88	0.74	21282.0	95.0	14964.0	98.56	215.0	1.44	1.16	0.94	2160.0	122.0
FND00002375.16565.WGS.report.html	98.59	36.19	690917528.0	9774624.0	5971515.0	0.97	0.96	0.95	0.9	0.97	0.96	0.89	0.33	0.43	0.42	0.39	0.16	99.65	0.8	391.0	189224.0	99.78	418.0	0.22	2.09	1.21	39047.0	74.0	80563.0	99.29	569.0	0.71	1.9	0.76	21825.0	98.0	13539.0	98.55	196.0	1.45	1.13	0.69	1528.0	150.0
FND00002376.16566.WGS.report.html	98.57	36.16	688804130.0	9829352.0	6671952.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.31	0.43	0.42	0.4	0.15	99.69	0.75	380.0	190342.0	99.79	395.0	0.21	2.08	0.98	39313.0	74.0	79953.0	99.18	655.0	0.82	1.9	0.92	21649.0	110.0	13815.0	98.28	238.0	1.72	1.11	0.63	1543.0	158.0
FND00002377.16567.WGS.report.html	98.59	31.62	621229176.0	8731854.0	5032233.0	0.97	0.96	0.95	0.87	0.97	0.97	0.95	0.86	0.09	0.06	0.04	0.01	99.71	0.72	398.0	190247.0	99.78	420.0	0.22	2.08	0.94	39209.0	60.0	111824.0	99.52	534.0	0.48	1.93	1.06	27616.0	122.0	12828.0	99.08	118.0	0.92	1.21	0.62	1109.0	116.0
FND00002569.17313.WGS.report.html	99.47	35.1	654333880.0	3474482.0	6615923.0	0.97	0.96	0.96	0.9	0.97	0.96	0.89	0.27	0.43	0.42	0.39	0.14	99.56	1.17	395.0	189228.0	99.82	348.0	0.18	2.08	0.8	39221.0	130.0	82931.0	99.07	768.0	0.93	1.9	0.68	21778.0	110.0	20711.0	97.71	475.0	2.29	1.15	0.67	2606.0	402.0
FND00002577.17314.WGS.report.html	99.49	35.25	660641674.0	3384952.0	6098667.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.6	1.13	391.0	192552.0	99.85	296.0	0.15	2.06	0.83	39933.0	114.0	108156.0	99.69	339.0	0.31	1.92	0.9	27077.0	90.0	20114.0	98.41	319.0	1.59	1.27	0.61	1774.0	393.0
FND00002584.17315.WGS.report.html	99.47	35.04	654149100.0	3464668.0	7454044.0	0.97	0.96	0.96	0.89	0.97	0.96	0.88	0.27	0.43	0.42	0.38	0.13	99.55	1.16	400.0	185842.0	99.81	349.0	0.19	2.09	0.92	38517.0	139.0	76930.0	99.02	753.0	0.98	1.91	0.65	20676.0	138.0	21320.0	98.3	363.0	1.7	1.19	0.53	2580.0	333.0
FND00002586.17316.WGS.report.html	99.44	34.47	653917558.0	3631408.0	6211846.0	0.97	0.96	0.96	0.89	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.58	1.16	394.0	187768.0	99.77	432.0	0.23	2.08	0.85	38714.0	127.0	112220.0	99.55	502.0	0.45	1.92	1.14	27129.0	87.0	19924.0	98.4	318.0	1.6	1.26	0.66	1875.0	432.0
FND00002594.17317.WGS.report.html	99.46	33.38	635758280.0	3406128.0	6615977.0	0.97	0.96	0.95	0.88	0.97	0.97	0.96	0.89	0.1	0.06	0.04	0.01	99.6	1.17	395.0	185650.0	99.81	355.0	0.19	2.07	1.06	38465.0	116.0	112137.0	99.62	427.0	0.38	1.92	1.17	27416.0	112.0	19752.0	98.53	291.0	1.47	1.27	0.76	1806.0	408.0
FND00002599.17318.WGS.report.html	99.51	38.74	723641162.0	3510244.0	7184043.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.92	0.1	0.06	0.05	0.02	99.63	1.07	408.0	187840.0	99.83	311.0	0.17	2.07	0.93	39678.0	160.0	108215.0	99.63	400.0	0.37	1.93	1.48	27805.0	125.0	20713.0	98.28	357.0	1.72	1.25	0.51	1852.0	437.0
FND00002603.17385.WGS.report.html	99.48	32.1	627723690.0	3264478.0	5737709.0	0.97	0.96	0.95	0.82	0.97	0.97	0.95	0.84	0.1	0.06	0.04	0.01	99.62	1.11	381.0	187330.0	99.12	1651.0	0.88	2.11	4.96	38884.0	158.0	112065.0	98.36	1836.0	1.64	1.95	5.73	27619.0	126.0	19381.0	98.05	378.0	1.95	1.26	0.78	1749.0	426.0
FND00002612.17319.WGS.report.html	99.4	36.2	700355928.0	4187002.0	5647434.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.61	1.02	336.0	189615.0	99.83	317.0	0.17	2.08	1.16	38873.0	128.0	110402.0	99.64	401.0	0.36	1.92	1.12	27682.0	103.0	20036.0	98.34	333.0	1.66	1.28	0.59	1834.0	416.0
FND00002619.17320.WGS.report.html	99.44	34.15	650198188.0	3653614.0	6619647.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.56	1.14	385.0	191242.0	99.82	349.0	0.18	2.08	0.86	39388.0	127.0	111241.0	99.69	350.0	0.31	1.93	0.91	27288.0	111.0	20441.0	98.38	332.0	1.62	1.28	0.61	1892.0	407.0
FND00002620.17321.WGS.report.html	99.45	33.76	647107082.0	3534028.0	5606749.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.62	1.08	386.0	183053.0	99.83	308.0	0.17	2.08	0.7	38037.0	110.0	117290.0	99.68	374.0	0.32	1.92	1.08	28519.0	103.0	19748.0	98.37	322.0	1.63	1.28	0.6	1786.0	386.0
FND00002622.17322.WGS.report.html	99.43	32.4	629900512.0	3568258.0	5582114.0	0.97	0.96	0.95	0.89	0.97	0.97	0.96	0.89	0.1	0.06	0.05	0.01	99.61	1.11	385.0	185652.0	99.84	296.0	0.16	2.09	0.74	38391.0	115.0	105847.0	99.68	338.0	0.32	1.93	0.83	26408.0	101.0	19868.0	98.26	346.0	1.74	1.28	0.62	1769.0	397.0
FND00002623.17323.WGS.report.html	99.45	34.21	647482172.0	3557002.0	6842791.0	0.97	0.96	0.95	0.89	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.01	99.58	1.12	384.0	189539.0	99.81	358.0	0.19	2.08	0.87	39025.0	126.0	111026.0	99.68	351.0	0.32	1.92	1.01	27546.0	114.0	19388.0	98.6	271.0	1.4	1.27	0.91	1793.0	385.0
FND00002624.17324.WGS.report.html	99.48	34.52	655200694.0	3392496.0	6462211.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.62	1.08	397.0	189092.0	99.82	345.0	0.18	2.08	0.84	39551.0	155.0	109598.0	99.71	313.0	0.29	1.93	1.2	27487.0	113.0	19372.0	98.38	314.0	1.62	1.26	0.61	1774.0	395.0
FND00002625.17325.WGS.report.html	99.45	32.03	615070630.0	3396892.0	6032070.0	0.97	0.96	0.95	0.87	0.97	0.97	0.96	0.88	0.09	0.06	0.04	0.01	99.6	1.16	394.0	187407.0	99.77	434.0	0.23	2.08	0.79	38498.0	112.0	107843.0	99.49	548.0	0.51	1.95	1.22	26606.0	122.0	19556.0	98.5	294.0	1.5	1.26	0.68	1743.0	395.0
FND00002626.17326.WGS.report.html	99.44	34.6	655044328.0	3648356.0	6288625.0	0.97	0.96	0.96	0.9	0.97	0.96	0.89	0.27	0.43	0.42	0.39	0.13	99.55	1.14	393.0	183981.0	99.85	281.0	0.15	2.09	0.86	37945.0	100.0	80883.0	98.97	832.0	1.03	1.9	0.61	21464.0	104.0	20101.0	98.15	372.0	1.85	1.16	0.62	2340.0	371.0
FND00002627.17327.WGS.report.html	99.39	35.69	670409304.0	4120422.0	6049675.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.29	0.43	0.42	0.4	0.15	99.58	1.01	400.0	189636.0	99.84	309.0	0.16	2.07	0.82	39284.0	131.0	80295.0	99.11	712.0	0.89	1.9	0.61	21554.0	113.0	21294.0	98.19	386.0	1.81	1.18	0.65	2447.0	401.0
FND00002628.17386.WGS.report.html	99.39	34.21	656415940.0	4033166.0	5941594.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.9	0.09	0.06	0.05	0.02	99.63	0.96	397.0	188895.0	99.83	324.0	0.17	2.07	0.87	38930.0	135.0	107850.0	99.68	342.0	0.32	1.94	1.21	27096.0	67.0	20550.0	98.11	388.0	1.89	1.27	0.58	1944.0	509.0
FND00002629.17387.WGS.report.html	99.39	33.6	644692112.0	3945364.0	5811330.0	0.97	0.96	0.96	0.89	0.97	0.97	0.96	0.89	0.09	0.06	0.05	0.02	99.64	0.95	392.0	187008.0	99.83	327.0	0.17	2.08	0.93	38733.0	121.0	110285.0	99.69	346.0	0.31	1.93	1.19	27376.0	109.0	20026.0	98.29	342.0	1.71	1.28	0.59	1832.0	414.0
FND00002630.17388.WGS.report.html	99.39	35.85	688080224.0	4170498.0	6209093.0	0.97	0.96	0.96	0.91	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.64	0.97	400.0	193204.0	99.82	353.0	0.18	2.08	0.88	40144.0	130.0	113991.0	99.73	303.0	0.27	1.92	1.02	28284.0	83.0	20317.0	98.26	354.0	1.74	1.25	0.72	1864.0	401.0
FND00002631.17389.WGS.report.html	99.38	34.53	659656100.0	4075638.0	7071370.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.57	0.99	394.0	187770.0	99.85	283.0	0.15	2.06	0.95	38641.0	105.0	109976.0	99.69	339.0	0.31	1.93	1.02	27225.0	91.0	19979.0	98.2	360.0	1.8	1.27	0.63	1840.0	425.0
FND00002632.17390.WGS.report.html	99.39	35.0	658649838.0	4013410.0	6063424.0	0.97	0.96	0.96	0.91	0.97	0.96	0.9	0.27	0.43	0.42	0.39	0.14	99.59	0.99	394.0	189196.0	99.83	319.0	0.17	2.06	0.85	39222.0	101.0	79876.0	99.07	742.0	0.93	1.89	0.57	21644.0	109.0	21283.0	98.11	402.0	1.89	1.18	0.53	2450.0	396.0
FND00002633.17391.WGS.report.html	99.38	38.75	743316796.0	4615794.0	6878330.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.92	0.1	0.06	0.05	0.02	99.61	0.98	390.0	184080.0	99.86	253.0	0.14	2.07	0.87	38248.0	113.0	110561.0	99.76	262.0	0.24	1.92	1.03	27244.0	75.0	19837.0	98.21	355.0	1.79	1.28	0.66	1855.0	416.0
FND00002634.17392.WGS.report.html	99.39	39.51	744465900.0	4519328.0	6732399.0	0.97	0.96	0.96	0.92	0.97	0.96	0.92	0.44	0.43	0.42	0.41	0.2	99.59	0.98	399.0	189756.0	99.81	360.0	0.19	2.06	0.76	39198.0	146.0	77193.0	99.25	576.0	0.75	1.89	0.6	21215.0	116.0	20980.0	98.28	360.0	1.72	1.17	0.57	2417.0	387.0
FND00002635.17393.WGS.report.html	99.39	37.23	714696456.0	4333472.0	6357586.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.92	0.1	0.06	0.05	0.02	99.64	0.97	400.0	191978.0	99.82	338.0	0.18	2.07	0.84	39684.0	145.0	106452.0	99.65	371.0	0.35	1.93	1.03	27035.0	111.0	20463.0	98.39	329.0	1.61	1.26	0.63	1887.0	452.0
FND00002636.17394.WGS.report.html	99.4	33.83	648725290.0	3923916.0	5782720.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.64	0.98	405.0	196237.0	99.79	418.0	0.21	2.08	0.8	40179.0	158.0	110523.0	99.68	353.0	0.32	1.93	0.93	27241.0	98.0	20304.0	98.29	347.0	1.71	1.25	0.65	1818.0	392.0
FND00002637.17395.WGS.report.html	99.36	35.89	690821654.0	4391016.0	7628102.0	0.97	0.96	0.96	0.91	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.49	0.98	402.0	190673.0	99.83	323.0	0.17	2.09	0.86	39717.0	124.0	108426.0	99.68	348.0	0.32	1.92	1.13	26841.0	123.0	19547.0	98.2	351.0	1.8	1.25	0.71	1808.0	413.0
FND00002638.17396.WGS.report.html	99.39	36.5	704272354.0	4323428.0	7035553.0	0.97	0.96	0.96	0.91	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.63	1.0	406.0	191390.0	99.85	289.0	0.15	2.07	1.02	39755.0	112.0	111031.0	99.69	349.0	0.31	1.93	1.01	27710.0	98.0	20528.0	98.65	277.0	1.35	1.29	0.85	1819.0	377.0
FND00002639.17617.WGS.report.html	99.41	35.18	673731578.0	3977642.0	6829848.0	0.97	0.96	0.96	0.9	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.63	1.01	401.0	189265.0	99.8	371.0	0.2	2.09	0.99	38908.0	116.0	111079.0	99.72	313.0	0.28	1.93	0.81	27703.0	92.0	19766.0	98.34	328.0	1.66	1.28	0.6	1901.0	438.0
FND00002640.17398.WGS.report.html	99.43	34.62	651952856.0	3719716.0	7073087.0	0.97	0.96	0.96	0.9	0.97	0.96	0.89	0.26	0.43	0.42	0.39	0.13	99.56	1.01	406.0	186790.0	99.83	324.0	0.17	2.07	0.87	39099.0	144.0	79888.0	99.01	792.0	0.99	1.91	0.69	21811.0	126.0	20702.0	98.23	366.0	1.77	1.17	0.56	2380.0	388.0
FND00002641.17399.WGS.report.html	99.4	37.54	721141642.0	4329558.0	6341729.0	0.97	0.96	0.96	0.92	0.97	0.97	0.96	0.92	0.1	0.06	0.05	0.02	99.62	1.01	408.0	188349.0	99.84	307.0	0.16	2.07	0.91	39006.0	139.0	110636.0	99.66	375.0	0.34	1.92	0.93	27363.0	98.0	20760.0	98.28	357.0	1.72	1.27	0.66	1933.0	423.0
FND00002642.17400.WGS.report.html	99.41	34.67	657885404.0	3886304.0	6203008.0	0.97	0.96	0.96	0.9	0.97	0.96	0.89	0.28	0.43	0.42	0.37	0.12	99.56	1.03	411.0	191380.0	99.82	349.0	0.18	2.08	1.22	38915.0	101.0	78748.0	98.91	857.0	1.09	1.9	0.62	21235.0	137.0	20572.0	98.3	349.0	1.7	1.17	0.51	2351.0	387.0
FND00002643.17401.WGS.report.html	99.66	35.64	687562330.0	2303334.0	6138994.0	0.97	0.96	0.96	0.91	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.66	0.8	414.0	186705.0	99.82	345.0	0.18	2.08	1.13	38543.0	123.0	116638.0	99.77	266.0	0.23	1.92	1.27	28311.0	88.0	20415.0	98.43	321.0	1.57	1.27	0.75	1834.0	387.0
FND00002644.17402.WGS.report.html	99.66	34.42	647152732.0	2171184.0	6024129.0	0.97	0.96	0.95	0.9	0.97	0.96	0.89	0.26	0.43	0.42	0.38	0.13	99.6	0.8	404.0	189857.0	99.82	351.0	0.18	2.08	0.97	39126.0	136.0	79476.0	99.33	530.0	0.67	1.89	0.71	21404.0	85.0	21662.0	98.09	414.0	1.91	1.18	0.55	2686.0	396.0
FND00002645.17403.WGS.report.html	99.66	36.74	715773302.0	2446924.0	6077326.0	0.97	0.96	0.96	0.91	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.68	0.76	389.0	187796.0	99.84	307.0	0.16	2.09	0.92	38857.0	132.0	109281.0	99.68	355.0	0.32	1.94	1.22	27254.0	98.0	20469.0	98.31	346.0	1.69	1.29	0.75	1841.0	411.0
FND00002646.17404.WGS.report.html	99.67	35.41	688299618.0	2294362.0	6821951.0	0.97	0.96	0.95	0.9	0.97	0.97	0.96	0.9	0.1	0.06	0.05	0.02	99.66	0.78	406.0	190513.0	99.84	314.0	0.16	2.09	0.85	39239.0	126.0	112376.0	99.66	380.0	0.34	1.92	1.13	27582.0	110.0	20193.0	98.33	338.0	1.67	1.27	0.67	1816.0	398.0
FND00002647.17405.WGS.report.html	99.67	33.23	626310656.0	2057294.0	5750470.0	0.97	0.96	0.95	0.89	0.97	0.96	0.87	0.23	0.43	0.42	0.38	0.11	99.63	0.79	406.0	188706.0	99.8	386.0	0.2	2.08	0.88	38638.0	118.0	78117.0	99.1	705.0	0.9	1.93	0.76	21233.0	120.0	21398.0	98.19	388.0	1.81	1.19	0.6	2625.0	360.0
FND00002648.17406.WGS.report.html	99.68	34.63	648279520.0	2088216.0	5930964.0	0.97	0.96	0.95	0.9	0.97	0.96	0.89	0.26	0.43	0.42	0.39	0.15	99.65	0.8	393.0	189463.0	99.82	349.0	0.18	2.07	0.8	39172.0	163.0	79173.0	99.18	649.0	0.82	1.91	0.78	21566.0	127.0	21332.0	98.29	364.0	1.71	1.19	0.65	2638.0	375.0
FND00002649.17407.WGS.report.html	99.66	36.22	700567918.0	2391760.0	6026511.0	0.97	0.96	0.95	0.91	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.66	0.77	399.0	193957.0	99.83	328.0	0.17	2.08	0.98	40082.0	119.0	114037.0	99.7	343.0	0.3	1.92	1.09	28009.0	124.0	20825.0	98.23	369.0	1.77	1.25	0.72	1880.0	431.0
FND00002650.17408.WGS.report.html	99.67	35.45	669607694.0	2190516.0	6632660.0	0.97	0.96	0.95	0.9	0.97	0.96	0.89	0.31	0.43	0.42	0.39	0.15	99.62	0.8	402.0	188529.0	99.81	362.0	0.19	2.08	1.09	38992.0	134.0	81773.0	99.3	575.0	0.7	1.9	0.8	21740.0	114.0	21508.0	98.41	343.0	1.59	1.17	0.67	2647.0	360.0
FND00002651.17409.WGS.report.html	99.66	36.88	708066736.0	2394882.0	6046283.0	0.97	0.96	0.95	0.91	0.97	0.97	0.96	0.91	0.1	0.06	0.05	0.02	99.68	0.75	384.0	186043.0	99.83	318.0	0.17	2.09	0.96	38672.0	129.0	110156.0	99.74	284.0	0.26	1.91	1.12	27276.0	82.0	20000.0	98.37	327.0	1.63	1.26	0.65	1811.0	432.0
